name,position,team,element,round,fixture,opponent_team,was_home,kickoff_time,value,selected,minutes,starts,total_points,goals_scored,assists,clean_sheets,goals_conceded,saves,bonus,bps,yellow_cards,red_cards,own_goals,expected_goals,expected_assists,expected_goal_involvements,expected_goals_conceded,defensive_contribution,clearances_blocks_interceptions,recoveries,tackles,influence,creativity,threat,ict_index,xP
Lino da Cruz Sousa,DEF,Aston Villa,56,1,7,19,False,2024-08-17T16:30:00Z,40,24385,0,0,0,0,0,0,0,0,0,0,0,0,0,0.00,0.00,0.00,0.00,,,,,0.0,0.0,0.0,0.0,0.0
Amario Cozier-Duberry,MID,Brighton,118,1,3,8,False,2024-08-17T14:00:00Z,45,13388,0,0,0,0,0,0,0,0,0,0,0,0,0,0.00,0.00,0.00,0.00,,,,,0.0,0.0,0.0,0.0,1.0
Emerson Leite de Souza Junior,DEF,Spurs,487,1,10,11,False,2024-08-19T19:00:00Z,45,3601,0,0,0,0,0,0,0,0,0,0,0,0,0,0.00,0.00,0.00,0.00,,,,,0.0,0.0,0.0,0.0,0.0
Kai Havertz,FWD,Arsenal,4,1,2,20,True,2024-08-17T14:00:00Z,80,1087445,90,1,12,1,1,1,0,0,3,48,0,0,0,0.45,0.04,0.49,0.47,,,,,54.8,24.1,46.0,12.5,3.5
Scott Carson,GK,Man City,344,1,9,6,False,2024-08-18T15:30:00Z,40,14823,0,0,0,0,0,0,0,0,0,0,0,0,0,0.00,0.00,0.00,0.00,,,,,0.0,0.0,0.0,0.0,2.0
Ethan Brierley,MID,Brentford,87,1,8,7,True,2024-08-18T13:00:00Z,45,6092,0,0,0,0,0,0,0,0,0,0,0,0,0,0.00,0.00,0.00,0.00,,,,,0.0,0.0,0.0,0.0,1.0
Andrey Nascimento dos Santos,MID,Chelsea,150,1,9,13,True,2024-08-18T15:30:00Z,45,910,0,0,0,0,0,0,0,0,0,0,0,0,0,0.00,0.00,0.00,0.00,,,,,0.0,0.0,0.0,0.0,0.0
Rico Henry,DEF,Brentford,92,1,8,7,True,2024-08-18T13:00:00Z,45,8033,0,0,0,0,0,0,0,0,0,0,0,0,0,0.00,0.00,0.00,0.00,,,,,0.0,0.0,0.0,0.0,0.5
Mateusz Lis,GK,Southampton,465,1,5,15,False,2024-08-17T14:00:00Z,40,23928,0,0,0,0,0,0,0,0,0,0,0,0,0,0.00,0.00,0.00,0.00,,,,,0.0,0.0,0.0,0.0,0.0
Yoane Wissa,FWD,Brentford,110,1,8,7,True,2024-08-18T13:00:00Z,60,232431,83,1,11,1,1,0,1,0,3,47,1,0,0,1.00,0.01,1.01,0.61,,,,,50.2,14.2,44.0,10.8,2.0
Daniel Iversen,GK,Leicester,294,1,10,18,True,2024-08-19T19:00:00Z,40,65236,0,0,0,0,0,0,0,0,0,0,0,0,0,0.00,0.00,0.00,0.00,,,,,0.0,0.0,0.0,0.0,0.5
Mads Hermansen,GK,Leicester,293,1,10,18,True,2024-08-19T19:00:00Z,45,34105,90,1,3,0,0,0,1,5,0,15,0,0,0,0.00,0.00,0.00,1.23,,,,,41.6,0.0,0.0,4.2,1.7
Rob Holding,DEF,Crystal Palace,202,1,8,4,False,2024-08-18T13:00:00Z,45,8984,0,0,0,0,0,0,0,0,0,0,0,0,0,0.00,0.00,0.00,0.00,,,,,0.0,0.0,0.0,0.0,1.9
Ismaïla Sarr,MID,Crystal Palace,585,1,8,4,False,2024-08-18T13:00:00Z,60,29330,6,0,1,0,0,0,0,0,0,3,0,0,0,0.00,0.00,0.00,0.00,,,,,0.2,0.3,0.0,0.1,2.2
Jarrod Bowen,MID,West Ham,514,1,7,2,True,2024-08-17T16:30:00Z,75,647171,72,1,2,0,0,0,1,0,0,3,0,0,0,0.00,0.07,0.07,1.76,,,,,4.6,16.8,2.0,2.3,2.6
Mark O’Mahony,FWD,Brighton,138,1,3,8,False,2024-08-17T14:00:00Z,45,47927,0,0,0,0,0,0,0,0,0,0,0,0,0,0.00,0.00,0.00,0.00,,,,,0.0,0.0,0.0,0.0,1.0
Ryan Sessegnon,DEF,Fulham,579,1,1,14,False,2024-08-16T19:00:00Z,45,18879,0,0,0,0,0,0,0,0,0,0,0,0,0,0.00,0.00,0.00,0.00,,,,,0.0,0.0,0.0,0.0,1.9
Josh Dasilva,MID,Brentford,90,1,8,7,True,2024-08-18T13:00:00Z,50,1084,0,0,0,0,0,0,0,0,0,0,0,0,0,0.00,0.00,0.00,0.00,,,,,0.0,0.0,0.0,0.0,0.0
Jadon Sancho,MID,Man Utd,386,1,1,9,True,2024-08-16T19:00:00Z,65,33031,0,0,0,0,0,0,0,0,0,0,0,0,0,0.00,0.00,0.00,0.00,,,,,0.0,0.0,0.0,0.0,2.3
Sam Johnstone,GK,Crystal Palace,204,1,8,4,False,2024-08-18T13:00:00Z,45,43430,0,0,0,0,0,0,0,0,0,0,0,0,0,0.00,0.00,0.00,0.00,,,,,0.0,0.0,0.0,0.0,2.2
Jonny Evans,DEF,Man Utd,371,1,1,9,True,2024-08-16T19:00:00Z,45,11027,9,0,1,0,0,0,0,0,0,2,0,0,0,0.00,0.00,0.00,0.06,,,,,1.4,0.0,0.0,0.1,1.9
Mohamed Salah,MID,Liverpool,328,1,4,10,False,2024-08-17T11:30:00Z,125,2894604,90,1,14,1,1,1,0,0,3,38,0,0,0,0.70,0.15,0.85,0.45,,,,,58.0,24.4,70.0,15.2,5.0
Timothy Castagne,DEF,Fulham,244,1,1,14,False,2024-08-16T19:00:00Z,45,267974,0,0,0,0,0,0,0,0,0,0,0,0,0,0.00,0.00,0.00,0.00,,,,,0.0,0.0,0.0,0.0,1.9
Tariq Lamptey,DEF,Brighton,131,1,3,8,False,2024-08-17T14:00:00Z,45,21842,0,0,0,0,0,0,0,0,0,0,0,0,0,0.00,0.00,0.00,0.00,,,,,0.0,0.0,0.0,0.0,1.0
Ola Aina,DEF,Nott'm Forest,422,1,6,3,True,2024-08-17T14:00:00Z,45,112193,53,1,1,0,0,0,0,0,0,4,0,0,0,0.02,0.02,0.04,0.55,,,,,5.2,2.1,1.0,0.8,1.9
Taiwo Awoniyi,FWD,Nott'm Forest,424,1,6,3,True,2024-08-17T14:00:00Z,60,84610,18,0,1,0,0,0,1,0,0,6,0,0,0,0.12,0.03,0.15,0.59,,,,,3.4,1.0,19.0,2.3,2.0
Leandro Trossard,MID,Arsenal,23,1,2,20,True,2024-08-17T14:00:00Z,70,192689,10,0,1,0,0,0,0,0,0,2,0,0,0,0.00,0.00,0.00,0.15,,,,,4.2,0.3,0.0,0.5,3.5
Jacob Greaves,DEF,Ipswich,270,1,4,12,True,2024-08-17T11:30:00Z,40,48563,90,1,1,0,0,0,2,0,0,12,0,0,0,0.10,0.00,0.10,2.65,,,,,26.2,0.8,22.0,4.9,0.0
Alfie Whiteman,GK,Spurs,510,1,10,11,False,2024-08-19T19:00:00Z,40,117595,0,0,0,0,0,0,0,0,0,0,0,0,0,0.00,0.00,0.00,0.00,,,,,0.0,0.0,0.0,0.0,1.5
Séamus Coleman,DEF,Everton,221,1,3,5,True,2024-08-17T14:00:00Z,45,4723,0,0,0,0,0,0,0,0,0,0,0,0,0,0.00,0.00,0.00,0.00,,,,,0.0,0.0,0.0,0.0,0.0
Fabian Schär,DEF,Newcastle,415,1,5,17,True,2024-08-17T14:00:00Z,55,198369,27,1,-2,0,0,0,0,0,0,-8,0,1,0,0.04,0.00,0.04,0.20,,,,,0.0,0.3,5.0,0.1,2.8
Nicolas Jackson,FWD,Chelsea,180,1,9,13,True,2024-08-18T15:30:00Z,75,159569,65,1,2,0,0,0,1,0,0,3,0,0,0,0.47,0.06,0.53,0.66,,,,,4.6,23.6,23.0,5.1,1.4
Joe White,MID,Newcastle,419,1,5,17,True,2024-08-17T14:00:00Z,45,31223,0,0,0,0,0,0,0,0,0,0,0,0,0,0.00,0.00,0.00,0.00,,,,,0.0,0.0,0.0,0.0,2.0
Jamie Vardy,FWD,Leicester,306,1,10,18,True,2024-08-19T19:00:00Z,55,119633,78,1,8,1,0,0,1,0,2,33,0,0,0,0.80,0.00,0.80,0.98,,,,,40.4,0.1,54.0,9.5,0.3
Miguel Almirón Rejala,MID,Newcastle,391,1,5,17,True,2024-08-17T14:00:00Z,60,84045,0,0,0,0,0,0,0,0,0,0,0,0,0,0.00,0.00,0.00,0.00,,,,,0.0,0.0,0.0,0.0,3.2
James Garner,MID,Everton,223,1,3,5,True,2024-08-17T14:00:00Z,50,2327,0,0,0,0,0,0,0,0,0,0,0,0,0,0.00,0.00,0.00,0.00,,,,,0.0,0.0,0.0,0.0,0.0
Marcus Tavernier,MID,Bournemouth,83,1,6,16,False,2024-08-17T14:00:00Z,55,14476,90,1,2,0,0,0,1,0,0,14,0,0,0,0.42,0.12,0.54,1.30,,,,,10.2,41.4,27.0,7.9,2.0
Lewis Dobbin,MID,Aston Villa,37,1,7,19,False,2024-08-17T16:30:00Z,50,478,0,0,0,0,0,0,0,0,0,0,0,0,0,0.00,0.00,0.00,0.00,,,,,0.0,0.0,0.0,0.0,0.0
Viljami Sinisalo,GK,Aston Villa,55,1,7,19,False,2024-08-17T16:30:00Z,40,153,0,0,0,0,0,0,0,0,0,0,0,0,0,0.00,0.00,0.00,0.00,,,,,0.0,0.0,0.0,0.0,0.0
Omari Kellyman,MID,Chelsea,173,1,9,13,True,2024-08-18T15:30:00Z,45,3460,0,0,0,0,0,0,0,0,0,0,0,0,0,0.00,0.00,0.00,0.00,,,,,0.0,0.0,0.0,0.0,0.0
Daniel Castelo Podence,MID,Wolves,562,1,2,1,False,2024-08-17T14:00:00Z,55,3736,15,0,1,0,0,0,0,0,0,2,0,0,0,0.04,0.00,0.04,0.06,,,,,0.0,0.2,1.0,0.0,1.0
Martial Godo,MID,Fulham,605,1,1,14,False,2024-08-16T19:00:00Z,45,1323,0,0,0,0,0,0,0,0,0,0,0,0,0,0.00,0.00,0.00,0.00,,,,,0.0,0.0,0.0,0.0,1.0
Harrison Reed,MID,Fulham,254,1,1,14,False,2024-08-16T19:00:00Z,50,3660,1,0,1,0,0,0,0,0,0,4,0,0,0,0.00,0.00,0.00,0.67,,,,,2.2,0.0,0.0,0.2,1.6
Guido Rodríguez,MID,West Ham,588,1,7,2,True,2024-08-17T16:30:00Z,50,5566,84,1,2,0,0,0,2,0,0,15,0,0,0,0.02,0.03,0.05,1.96,,,,,5.6,1.9,1.0,0.9,1.6
Will Alves,MID,Leicester,606,1,10,18,True,2024-08-19T19:00:00Z,45,4472,0,0,0,0,0,0,0,0,0,0,0,0,0,0.00,0.00,0.00,0.00,,,,,0.0,0.0,0.0,0.0,0.5
Carlos Baleba,MID,Brighton,115,1,3,8,False,2024-08-17T14:00:00Z,50,3519,0,0,0,0,0,0,0,0,0,0,0,0,0,0.00,0.00,0.00,0.00,,,,,0.0,0.0,0.0,0.0,1.6
James Hill,DEF,Bournemouth,68,1,6,16,False,2024-08-17T14:00:00Z,40,30926,0,0,0,0,0,0,0,0,0,0,0,0,0,0.00,0.00,0.00,0.00,,,,,0.0,0.0,0.0,0.0,1.0
David Datro Fofana,FWD,Chelsea,164,1,9,13,True,2024-08-18T15:30:00Z,55,11959,0,0,0,0,0,0,0,0,0,0,0,0,0,0.00,0.00,0.00,0.00,,,,,0.0,0.0,0.0,0.0,0.7
Ryan Fraser,MID,Newcastle,397,1,5,17,True,2024-08-17T14:00:00Z,50,3106,0,0,0,0,0,0,0,0,0,0,0,0,0,0.00,0.00,0.00,0.00,,,,,0.0,0.0,0.0,0.0,2.6
Ângelo Gabriel Borges Damaceno,MID,Chelsea,151,1,9,13,True,2024-08-18T15:30:00Z,45,30921,0,0,0,0,0,0,0,0,0,0,0,0,0,0.00,0.00,0.00,0.00,,,,,0.0,0.0,0.0,0.0,0.0
Nathan Patterson,DEF,Everton,234,1,3,5,True,2024-08-17T14:00:00Z,45,2504,0,0,0,0,0,0,0,0,0,0,0,0,0,0.00,0.00,0.00,0.00,,,,,0.0,0.0,0.0,0.0,0.0
Robin Olsen,GK,Aston Villa,51,1,7,19,False,2024-08-17T16:30:00Z,45,9628,0,0,0,0,0,0,0,0,0,0,0,0,0,0.00,0.00,0.00,0.00,,,,,0.0,0.0,0.0,0.0,1.1
Mathias Jensen,MID,Brentford,95,1,8,7,True,2024-08-18T13:00:00Z,55,14932,83,1,2,0,0,0,1,0,0,11,0,0,0,0.00,0.03,0.03,0.61,,,,,11.2,17.9,0.0,2.9,2.0
Bart Verbruggen,GK,Brighton,146,1,3,8,False,2024-08-17T14:00:00Z,45,45968,0,0,0,0,0,0,0,0,0,0,0,0,0,0.00,0.00,0.00,0.00,,,,,0.0,0.0,0.0,0.0,0.6
Dango Ouattara,MID,Bournemouth,74,1,6,16,False,2024-08-17T14:00:00Z,50,1977,68,1,2,0,0,0,1,0,0,8,0,0,0,0.22,0.01,0.23,1.02,,,,,8.2,3.0,11.0,2.2,1.6
Emmanuel Dennis,FWD,Nott'm Forest,430,1,6,3,True,2024-08-17T14:00:00Z,50,21102,0,0,0,0,0,0,0,0,0,0,0,0,0,0.00,0.00,0.00,0.00,,,,,0.0,0.0,0.0,0.0,1.4
Yehor Yarmoliuk,MID,Brentford,111,1,8,7,True,2024-08-18T13:00:00Z,45,263488,0,0,0,0,0,0,0,0,0,0,0,0,0,0.00,0.00,0.00,0.00,,,,,0.0,0.0,0.0,0.0,1.0
Julián Álvarez,FWD,Man City,352,1,9,6,False,2024-08-18T15:30:00Z,70,39036,0,0,0,0,0,0,0,0,0,0,0,0,0,0.00,0.00,0.00,0.00,,,,,0.0,0.0,0.0,0.0,0.0
Tyler Dibling,MID,Southampton,608,1,5,15,False,2024-08-17T14:00:00Z,45,2073,20,0,1,0,0,0,0,0,0,6,0,0,0,0.00,0.02,0.02,0.00,,,,,2.8,12.3,0.0,1.5,0.0
Paul Onuachu,FWD,Southampton,470,1,5,15,False,2024-08-17T14:00:00Z,50,9474,0,0,0,0,0,0,0,0,0,0,0,0,0,0.00,0.00,0.00,0.00,,,,,0.0,0.0,0.0,0.0,0.4
Bobby Clark,MID,Liverpool,315,1,4,10,False,2024-08-17T11:30:00Z,45,5545,0,0,0,0,0,0,0,0,0,0,0,0,0,0.00,0.00,0.00,0.00,,,,,0.0,0.0,0.0,0.0,2.0
Kieran Tierney,DEF,Arsenal,21,1,2,20,True,2024-08-17T14:00:00Z,45,5469,0,0,0,0,0,0,0,0,0,0,0,0,0,0.00,0.00,0.00,0.00,,,,,0.0,0.0,0.0,0.0,0.0
Darwin Núñez Ribeiro,FWD,Liverpool,316,1,4,10,False,2024-08-17T11:30:00Z,75,511713,0,0,0,0,0,0,0,0,0,0,0,0,0,0.00,0.00,0.00,0.00,,,,,0.0,0.0,0.0,0.0,3.4
Josh Bowler,MID,Nott'm Forest,426,1,6,3,True,2024-08-17T14:00:00Z,45,5803,0,0,0,0,0,0,0,0,0,0,0,0,0,0.00,0.00,0.00,0.00,,,,,0.0,0.0,0.0,0.0,1.0
Sugawara Yukinari,DEF,Southampton,474,1,5,15,False,2024-08-17T14:00:00Z,45,13339,45,1,1,0,0,0,1,0,0,6,0,0,0,0.00,0.22,0.22,0.25,,,,,6.0,15.1,2.0,2.3,0.9
Aaron Wan-Bissaka,DEF,West Ham,388,1,7,2,True,2024-08-17T16:30:00Z,45,168413,0,0,0,0,0,0,0,0,0,0,0,0,0,0.00,0.00,0.00,0.00,,,,,0.0,0.0,0.0,0.0,1.9
Bobby De Cordova-Reid,MID,Leicester,290,1,10,18,True,2024-08-19T19:00:00Z,55,13854,85,1,2,0,0,0,1,0,0,2,0,0,0,0.06,0.01,0.07,1.04,,,,,4.4,2.8,4.0,1.1,1.5
Nathan Broadhead,MID,Ipswich,262,1,4,12,True,2024-08-17T11:30:00Z,50,1380,0,0,0,0,0,0,0,0,0,0,0,0,0,0.00,0.00,0.00,0.00,,,,,0.0,0.0,0.0,0.0,0.0
Matheus Luiz Nunes,MID,Man City,356,1,9,6,False,2024-08-18T15:30:00Z,50,3409,0,0,0,0,0,0,0,0,0,0,0,0,0,0.00,0.00,0.00,0.00,,,,,0.0,0.0,0.0,0.0,2.6
Jake O'Brien,DEF,Everton,582,1,3,5,True,2024-08-17T14:00:00Z,50,29022,0,0,0,0,0,0,0,0,0,0,0,0,0,0.00,0.00,0.00,0.00,,,,,0.0,0.0,0.0,0.0,2.4
Cameron Peupion,MID,Brighton,140,1,3,8,False,2024-08-17T14:00:00Z,45,4299,0,0,0,0,0,0,0,0,0,0,0,0,0,0.00,0.00,0.00,0.00,,,,,0.0,0.0,0.0,0.0,1.0
Kosta Nedeljković,DEF,Aston Villa,50,1,7,19,False,2024-08-17T16:30:00Z,40,26790,8,0,1,0,0,0,0,0,0,6,0,0,0,0.00,0.00,0.00,1.04,,,,,4.2,0.3,0.0,0.5,1.0
Jay Stansfield,FWD,Fulham,256,1,1,14,False,2024-08-16T19:00:00Z,50,6640,1,0,1,0,0,0,0,0,0,2,0,0,0,0.00,0.00,0.00,0.67,,,,,0.0,0.0,0.0,0.0,1.4
Nikola Milenković,DEF,Nott'm Forest,573,1,6,3,True,2024-08-17T14:00:00Z,45,17842,0,0,0,0,0,0,0,0,0,0,0,0,0,0.00,0.00,0.00,0.00,,,,,0.0,0.0,0.0,0.0,1.9
Sepp van den Berg,DEF,Liverpool,338,1,4,10,False,2024-08-17T11:30:00Z,40,32790,0,0,0,0,0,0,0,0,0,0,0,0,0,0.00,0.00,0.00,0.00,,,,,0.0,0.0,0.0,0.0,2.0
Kevin Mbabu,DEF,Fulham,250,1,1,14,False,2024-08-16T19:00:00Z,40,41969,0,0,0,0,0,0,0,0,0,0,0,0,0,0.00,0.00,0.00,0.00,,,,,0.0,0.0,0.0,0.0,1.0
Malang Sarr,DEF,Chelsea,176,1,9,13,True,2024-08-18T15:30:00Z,45,716,0,0,0,0,0,0,0,0,0,0,0,0,0,0.00,0.00,0.00,0.00,,,,,0.0,0.0,0.0,0.0,0.0
Jarrad Branthwaite,DEF,Everton,219,1,3,5,True,2024-08-17T14:00:00Z,50,229400,0,0,0,0,0,0,0,0,0,0,0,0,0,0.00,0.00,0.00,0.00,,,,,0.0,0.0,0.0,0.0,0.0
Mats Wieffer,MID,Brighton,149,1,3,8,False,2024-08-17T14:00:00Z,50,4093,90,1,6,0,1,1,0,0,0,20,0,0,0,0.00,0.02,0.02,0.45,,,,,31.0,16.3,0.0,4.7,1.6
Kyle Walker,DEF,Man City,363,1,9,6,False,2024-08-18T15:30:00Z,55,838154,0,0,0,0,0,0,0,0,0,0,0,0,0,0.00,0.00,0.00,0.00,,,,,0.0,0.0,0.0,0.0,3.8
Shea Charles,MID,Southampton,458,1,5,15,False,2024-08-17T14:00:00Z,45,7613,0,0,0,0,0,0,0,0,0,0,0,0,0,0.00,0.00,0.00,0.00,,,,,0.0,0.0,0.0,0.0,0.0
Samuel Edozie,MID,Southampton,459,1,5,15,False,2024-08-17T14:00:00Z,50,2424,45,0,0,0,0,0,0,0,0,0,1,0,0,0.00,0.15,0.15,0.00,,,,,6.8,18.5,16.0,4.1,0.6
Robert Sánchez,GK,Chelsea,185,1,9,13,True,2024-08-18T15:30:00Z,45,226022,90,1,2,0,0,0,2,3,0,7,0,0,0,0.00,0.00,0.00,0.77,,,,,23.4,0.0,0.0,2.3,1.2
Sergio Reguilón,DEF,Spurs,496,1,10,11,False,2024-08-19T19:00:00Z,45,27926,0,0,0,0,0,0,0,0,0,0,0,0,0,0.00,0.00,0.00,0.00,,,,,0.0,0.0,0.0,0.0,2.4
Conor Townsend,DEF,Ipswich,583,1,4,12,True,2024-08-17T11:30:00Z,40,33806,0,0,0,0,0,0,0,0,0,0,0,0,0,0.00,0.00,0.00,0.00,,,,,0.0,0.0,0.0,0.0,0.0
Ricardo Barbosa Pereira,DEF,Leicester,302,1,10,18,True,2024-08-19T19:00:00Z,45,19824,0,0,0,0,0,0,0,0,0,0,0,0,0,0.00,0.00,0.00,0.00,,,,,0.0,0.0,0.0,0.0,1.4
Massimo Luongo,MID,Ipswich,277,1,4,12,True,2024-08-17T11:30:00Z,45,23647,64,1,2,0,0,0,1,0,0,8,0,0,0,0.00,0.00,0.00,1.45,,,,,10.8,1.3,0.0,1.2,0.0
Harvey Elliott,MID,Liverpool,319,1,4,10,False,2024-08-17T11:30:00Z,55,105562,0,0,0,0,0,0,0,0,0,0,0,0,0,0.00,0.00,0.00,0.00,,,,,0.0,0.0,0.0,0.0,3.0
Garang Kuol,MID,Newcastle,406,1,5,17,True,2024-08-17T14:00:00Z,45,3311,0,0,0,0,0,0,0,0,0,0,0,0,0,0.00,0.00,0.00,0.00,,,,,0.0,0.0,0.0,0.0,2.0
Rúben Gato Alves Dias,DEF,Man City,361,1,9,6,False,2024-08-18T15:30:00Z,55,293835,90,1,6,0,0,1,0,0,0,27,0,0,0,0.00,0.00,0.00,1.01,,,,,14.2,0.5,0.0,1.5,3.8
Romelu Lukaku Bolingoli,FWD,Chelsea,175,1,9,13,True,2024-08-18T15:30:00Z,65,54070,0,0,0,0,0,0,0,0,0,0,0,0,0,0.00,0.00,0.00,0.00,,,,,0.0,0.0,0.0,0.0,1.1
Ben Chilwell,DEF,Chelsea,160,1,9,13,True,2024-08-18T15:30:00Z,50,74006,0,0,0,0,0,0,0,0,0,0,0,0,0,0.00,0.00,0.00,0.00,,,,,0.0,0.0,0.0,0.0,1.4
George Hirst,FWD,Ipswich,272,1,4,12,True,2024-08-17T11:30:00Z,55,2030,0,0,0,0,0,0,0,0,0,0,0,0,0,0.00,0.00,0.00,0.00,,,,,0.0,0.0,0.0,0.0,0.0
Daniel Jebbison,FWD,Bournemouth,69,1,6,16,False,2024-08-17T14:00:00Z,45,123937,21,0,1,0,0,0,0,0,0,4,0,0,0,0.00,0.00,0.00,0.28,,,,,3.2,10.6,2.0,1.6,1.0
Tyrick Mitchell,DEF,Crystal Palace,210,1,8,4,False,2024-08-18T13:00:00Z,50,224405,90,1,1,0,0,0,2,0,0,6,0,0,0,0.12,0.03,0.15,1.59,,,,,13.8,27.0,6.0,4.7,2.4
Myles Peart-Harris,MID,Brentford,103,1,8,7,True,2024-08-18T13:00:00Z,45,4262,0,0,0,0,0,0,0,0,0,0,0,0,0,0.00,0.00,0.00,0.00,,,,,0.0,0.0,0.0,0.0,1.0
Mahmoud Dahoud,MID,Brighton,119,1,3,8,False,2024-08-17T14:00:00Z,50,2851,0,0,0,0,0,0,0,0,0,0,0,0,0,0.00,0.00,0.00,0.00,,,,,0.0,0.0,0.0,0.0,1.6
Jonathan Panzo,DEF,Nott'm Forest,441,1,6,3,True,2024-08-17T14:00:00Z,40,224,0,0,0,0,0,0,0,0,0,0,0,0,0,0.00,0.00,0.00,0.00,,,,,0.0,0.0,0.0,0.0,0.0
Nico O'Reilly,MID,Man City,607,1,9,6,False,2024-08-18T15:30:00Z,50,576,0,0,0,0,0,0,0,0,0,0,0,0,0,0.00,0.00,0.00,0.00,,,,,0.0,0.0,0.0,0.0,2.6
Aaron Ramsdale,GK,Arsenal,14,1,2,20,True,2024-08-17T14:00:00Z,45,68531,0,0,0,0,0,0,0,0,0,0,0,0,0,0.00,0.00,0.00,0.00,,,,,0.0,0.0,0.0,0.0,3.2
Moussa Diaby,MID,Aston Villa,34,1,7,19,False,2024-08-17T16:30:00Z,65,5025,0,0,0,0,0,0,0,0,0,0,0,0,0,0.00,0.00,0.00,0.00,,,,,0.0,0.0,0.0,0.0,0.0
Micky van de Ven,DEF,Spurs,506,1,10,11,False,2024-08-19T19:00:00Z,45,578525,90,1,2,0,0,0,1,0,0,12,0,0,0,0.00,0.02,0.02,1.02,,,,,15.0,3.3,0.0,1.8,2.4
Igor Thiago Nascimento Rodrigues,FWD,Brentford,107,1,8,7,True,2024-08-18T13:00:00Z,60,3171,0,0,0,0,0,0,0,0,0,0,0,0,0,0.00,0.00,0.00,0.00,,,,,0.0,0.0,0.0,0.0,0.0
Callum Hudson-Odoi,MID,Nott'm Forest,434,1,6,3,True,2024-08-17T14:00:00Z,55,315296,71,1,3,0,0,1,0,0,0,13,0,0,0,0.07,0.20,0.27,0.63,,,,,12.2,41.7,28.0,8.2,2.0
Armel Bella-Kotchap,DEF,Southampton,456,1,5,15,False,2024-08-17T14:00:00Z,40,30004,0,0,0,0,0,0,0,0,0,0,0,0,0,0.00,0.00,0.00,0.00,,,,,0.0,0.0,0.0,0.0,0.0
Rodrigo Martins Gomes,MID,Wolves,563,1,2,1,False,2024-08-17T14:00:00Z,55,13259,74,1,2,0,0,0,2,0,0,6,0,0,0,0.05,0.01,0.06,1.18,,,,,0.0,6.3,10.0,1.5,1.0
Lamare Bogarde,DEF,Aston Villa,598,1,7,19,False,2024-08-17T16:30:00Z,40,6352,0,0,0,0,0,0,0,0,0,0,0,0,0,0.00,0.00,0.00,0.00,,,,,0.0,0.0,0.0,0.0,1.0
Noussair Mazraoui,DEF,Man Utd,594,1,1,9,True,2024-08-16T19:00:00Z,45,204143,80,1,8,0,0,1,0,0,2,32,0,0,0,0.00,0.01,0.01,0.38,,,,,14.0,2.4,0.0,1.6,1.9
Cameron Archer,FWD,Southampton,27,1,5,15,False,2024-08-17T14:00:00Z,50,122810,19,0,1,0,0,0,0,0,0,4,0,0,0,0.19,0.00,0.19,0.00,,,,,1.0,0.1,22.0,2.3,0.4
Ezri Konsa Ngoyo,DEF,Aston Villa,44,1,7,19,False,2024-08-17T16:30:00Z,45,1165894,90,1,2,0,0,0,1,0,0,10,0,0,0,0.07,0.01,0.08,2.46,,,,,13.4,14.1,7.0,3.5,1.9
Pedro Porro,DEF,Spurs,495,1,10,11,False,2024-08-19T19:00:00Z,55,3078763,90,1,9,1,0,0,1,0,1,28,0,0,0,0.09,0.32,0.41,0.96,,,,,50.0,59.3,21.0,13.0,3.3
Alfie Devine,MID,Spurs,485,1,10,11,False,2024-08-19T19:00:00Z,45,9576,0,0,0,0,0,0,0,0,0,0,0,0,0,0.00,0.00,0.00,0.00,,,,,0.0,0.0,0.0,0.0,1.5
Elkan Baggott,DEF,Ipswich,261,1,4,12,True,2024-08-17T11:30:00Z,40,4342,0,0,0,0,0,0,0,0,0,0,0,0,0,0.00,0.00,0.00,0.00,,,,,0.0,0.0,0.0,0.0,0.0
Erling Haaland,FWD,Man City,351,1,9,6,False,2024-08-18T15:30:00Z,150,4408007,90,1,7,1,0,1,0,0,2,31,1,0,0,0.28,0.00,0.28,1.01,,,,,36.4,0.6,38.0,7.5,5.0
Leif Davis,DEF,Ipswich,267,1,4,12,True,2024-08-17T11:30:00Z,45,155392,90,1,1,0,0,0,2,0,0,-1,0,0,0,0.00,0.02,0.02,2.65,,,,,14.8,6.1,0.0,2.1,0.9
Virgil van Dijk,DEF,Liverpool,339,1,4,10,False,2024-08-17T11:30:00Z,60,1021672,90,1,6,0,0,1,0,0,0,24,0,0,0,0.00,0.01,0.01,0.45,,,,,8.8,1.5,4.0,1.4,4.2
Konstantinos Mavropanos,DEF,West Ham,528,1,7,2,True,2024-08-17T16:30:00Z,45,9711,90,1,1,0,0,0,2,0,0,13,0,0,0,0.02,0.00,0.02,2.03,,,,,27.8,0.9,2.0,3.1,1.9
Matt Turner,GK,Nott'm Forest,445,1,6,3,True,2024-08-17T14:00:00Z,40,1752814,0,0,0,0,0,0,0,0,0,0,0,0,0,0.00,0.00,0.00,0.00,,,,,0.0,0.0,0.0,0.0,1.0
Juan Larios López,DEF,Southampton,464,1,5,15,False,2024-08-17T14:00:00Z,40,7767,0,0,0,0,0,0,0,0,0,0,0,0,0,0.00,0.00,0.00,0.00,,,,,0.0,0.0,0.0,0.0,0.0
