name,position,team,element,round,fixture,opponent_team,was_home,kickoff_time,value,selected,transfers_in,transfers_out,transfers_balance,minutes,starts,total_points,goals_scored,assists,clean_sheets,goals_conceded,saves,bonus,bps,yellow_cards,red_cards,own_goals,expected_goals,expected_assists,expected_goal_involvements,expected_goals_conceded,defensive_contribution,clearances_blocks_interceptions,recoveries,tackles,influence,creativity,threat,ict_index,xP
Seth Ridgeon,MID,Fulham,770,37,370,20,False,2026-05-17T14:00:00Z,45,764,43,26,17,0,0,0,0,0,0,0,0,0,0,0,0,0,0.00,0.00,0.00,0.00,0,0,0,0,0.0,0.0,0.0,0.0,0.0
Steven Benda,GK,Fulham,315,37,370,20,False,2026-05-17T14:00:00Z,40,883,0,7,-7,0,0,0,0,0,0,0,0,0,0,0,0,0,0.00,0.00,0.00,0.00,0,0,0,0,0.0,0.0,0.0,0.0,0.0
Myles Lewis-Skelly,DEF,Arsenal,10,37,361,3,True,2026-05-18T19:00:00Z,50,250081,61473,1059,60414,17,0,1,0,0,0,0,0,0,3,0,0,0,0.00,0.00,0.00,0.00,0,0,1,0,0.0,0.3,0.0,0.0,0.0
Rhys Chadwick,MID,Leeds,838,37,367,6,True,2026-05-17T14:00:00Z,45,122,105,5,100,0,0,0,0,0,0,0,0,0,0,0,0,0,0.00,0.00,0.00,0.00,0,0,0,0,0.0,0.0,0.0,0.0,0.0
Hugo Bueno López,DEF,Wolves,633,37,370,10,True,2026-05-17T14:00:00Z,43,22234,296,2155,-1859,5,0,1,0,0,0,0,0,0,5,0,0,0,0.00,0.03,0.03,0.10,0,0,0,0,4.2,14.0,0.0,1.8,0.0
Milan Aleksić,MID,Sunderland,546,37,366,9,False,2026-05-17T14:00:00Z,49,2353,22,13,9,0,0,0,0,0,0,0,0,0,0,0,0,0,0.00,0.00,0.00,0.00,0,0,0,0,0.0,0.0,0.0,0.0,0.0
Toti Gomes,DEF,Wolves,637,37,370,10,True,2026-05-17T14:00:00Z,42,11078,191,340,-149,0,0,0,0,0,0,0,0,0,0,0,0,0,0.00,0.00,0.00,0.00,0,0,0,0,0.0,0.0,0.0,0.0,0.0
Ismaïla Sarr,MID,Crystal Palace,267,37,364,5,False,2026-05-17T14:00:00Z,64,818837,13561,103545,-89984,90,1,7,1,0,0,2,0,0,19,0,0,0,0.90,0.09,0.99,1.30,5,2,3,0,39.4,11.7,27.0,7.8,0.0
Abdukodir Khusanov,DEF,Man City,406,37,363,4,False,2026-05-19T18:30:00Z,54,95241,2744,4837,-2093,90,1,2,0,0,0,1,0,0,10,0,0,0,0.04,0.78,0.82,1.99,3,2,5,1,10.4,2.6,5.0,1.8,0.0
André Onana,GK,Man Utd,432,37,368,16,True,2026-05-17T11:30:00Z,49,18165,0,12,-12,0,0,0,0,0,0,0,0,0,0,0,0,0,0.00,0.00,0.00,0.00,0,0,0,0,0.0,0.0,0.0,0.0,0.0
Rio Cardines,MID,Crystal Palace,690,37,364,5,False,2026-05-17T14:00:00Z,44,33506,63,72,-9,0,0,0,0,0,0,0,0,0,0,0,0,0,0.00,0.00,0.00,0.00,0,0,0,0,0.0,0.0,0.0,0.0,0.0
Alejandro Garnacho Ferreyra,MID,Chelsea,453,37,365,18,True,2026-05-19T19:15:00Z,64,56777,36,948,-912,1,0,1,0,0,0,0,0,0,5,0,0,0,0.00,0.00,0.00,0.05,3,0,1,2,4.0,0.0,0.0,0.4,0.0
Talla Ndiaye,DEF,Liverpool,832,37,362,2,False,2026-05-15T19:00:00Z,40,279,77,28,49,0,0,0,0,0,0,0,0,0,0,0,0,0,0.00,0.00,0.00,0.00,0,0,0,0,0.0,0.0,0.0,0.0,0.0
Tammy Abraham,FWD,Aston Villa,808,37,362,12,True,2026-05-15T19:00:00Z,57,21992,329,2235,-1906,0,0,0,0,0,0,0,0,0,0,0,0,0,0.00,0.00,0.00,0.00,0,0,0,0,0.0,0.0,0.0,0.0,0.0
Dan Neil,MID,Sunderland,549,37,366,9,False,2026-05-17T14:00:00Z,48,3523,0,8,-8,0,0,0,0,0,0,0,0,0,0,0,0,0,0.00,0.00,0.00,0.00,0,0,0,0,0.0,0.0,0.0,0.0,0.0
Kiernan Dewsbury-Hall,MID,Everton,242,37,366,17,True,2026-05-17T14:00:00Z,53,1086204,241184,11368,229816,90,1,2,0,0,0,3,0,0,28,0,0,0,0.02,0.44,0.46,0.76,9,2,6,1,20.2,47.6,5.0,7.3,0.0
Kieran Trippier,DEF,Newcastle,478,37,369,19,True,2026-05-17T16:30:00Z,49,181029,674,976,-302,84,1,2,0,0,0,1,0,0,9,0,0,0,0.00,0.06,0.06,0.90,3,2,4,1,11.4,22.5,0.0,3.4,0.0
João Maria Lobo Alves Palhares Costa Palhinha Gonçalves,MID,Spurs,673,37,365,7,False,2026-05-19T19:15:00Z,55,103722,2255,1843,412,68,1,4,0,0,0,2,0,0,14,0,0,0,0.00,0.01,0.01,0.48,12,3,7,2,9.4,2.0,0.0,1.1,0.0
Tino Livramento,DEF,Newcastle,477,37,369,19,True,2026-05-17T16:30:00Z,49,239596,28,1322,-1294,0,0,0,0,0,0,0,0,0,0,0,0,0,0.00,0.00,0.00,0.00,0,0,0,0,0.0,0.0,0.0,0.0,0.0
Issa Diop,DEF,Fulham,320,37,370,20,False,2026-05-17T14:00:00Z,43,10262,426,103,323,90,1,2,0,0,0,1,0,0,9,0,0,0,0.00,0.01,0.01,1.40,7,7,3,0,18.4,0.8,0.0,1.9,0.0
Rasmus Højlund,FWD,Man Utd,465,37,368,16,True,2026-05-17T11:30:00Z,63,32856,0,20,-20,0,0,0,0,0,0,0,0,0,0,0,0,0,0.00,0.00,0.00,0.00,0,0,0,0,0.0,0.0,0.0,0.0,0.0
Dane Scarlett,FWD,Spurs,599,37,365,7,False,2026-05-19T19:15:00Z,43,68403,0,210,-210,0,0,0,0,0,0,0,0,0,0,0,0,0,0.00,0.00,0.00,0.00,0,0,0,0,0.0,0.0,0.0,0.0,0.0
Ezri Konsa Ngoyo,DEF,Aston Villa,38,37,362,12,True,2026-05-15T19:00:00Z,44,947196,1609,34798,-33189,90,1,1,0,0,0,2,0,0,9,0,0,0,0.00,0.01,0.01,1.43,6,6,4,0,13.6,0.9,0.0,1.5,0.0
Caleb Kporha,DEF,Crystal Palace,265,37,364,5,False,2026-05-17T14:00:00Z,40,2707,45,35,10,0,0,0,0,0,0,0,0,0,0,0,0,0,0.00,0.00,0.00,0.00,0,0,0,0,0.0,0.0,0.0,0.0,0.0
Leon Routh,DEF,Aston Villa,768,37,362,12,True,2026-05-15T19:00:00Z,40,2671,14,15,-1,0,0,0,0,0,0,0,0,0,0,0,0,0,0.00,0.00,0.00,0.00,0,0,0,0,0.0,0.0,0.0,0.0,0.0
Archie Gray,MID,Spurs,591,37,365,7,False,2026-05-19T19:15:00Z,48,18450,92,544,-452,0,0,0,0,0,0,0,0,0,0,0,0,0,0.00,0.00,0.00,0.00,0,0,0,0,0.0,0.0,0.0,0.0,0.0
Noah Sadiki,MID,Sunderland,552,37,366,9,False,2026-05-17T14:00:00Z,49,8535,437,227,210,76,1,2,0,0,0,1,0,0,4,0,0,0,0.00,0.01,0.01,0.53,5,0,5,0,0.0,3.8,0.0,0.4,0.0
Sávio Moreira de Oliveira,MID,Man City,415,37,363,4,False,2026-05-19T18:30:00Z,69,52104,416,182,234,34,0,1,0,0,0,0,0,0,9,0,0,0,0.00,0.05,0.05,1.25,2,0,2,0,4.4,11.1,4.0,2.0,0.0
Nathan Collins,DEF,Brentford,106,37,364,8,True,2026-05-17T14:00:00Z,49,335455,13007,7160,5847,90,1,3,0,0,0,2,0,0,11,0,0,0,0.10,0.01,0.11,1.72,13,13,8,0,33.2,0.9,7.0,4.1,0.0
Manuel Ugarte Ribeiro,MID,Man Utd,459,37,368,16,True,2026-05-17T11:30:00Z,47,18088,17,245,-228,0,0,0,0,0,0,0,0,0,0,0,0,0,0.00,0.00,0.00,0.00,0,0,0,0,0.0,0.0,0.0,0.0,0.0
Lewis Hall,DEF,Newcastle,473,37,369,19,True,2026-05-17T16:30:00Z,53,436029,10332,12351,-2019,90,1,1,0,0,0,1,0,0,5,1,0,0,0.14,0.03,0.17,0.95,3,1,4,2,12.8,8.7,34.0,5.6,0.0
Wesley Fofana,DEF,Chelsea,230,37,365,18,True,2026-05-19T19:15:00Z,44,46194,773,1088,-315,80,1,2,0,0,0,1,0,0,11,0,0,0,0.00,0.00,0.00,1.51,9,9,5,0,13.4,0.3,2.0,1.6,0.0
Martial Godo,MID,Fulham,333,37,370,20,False,2026-05-17T14:00:00Z,45,2959,0,2,-2,0,0,0,0,0,0,0,0,0,0,0,0,0,0.00,0.00,0.00,0.00,0,0,0,0,0.0,0.0,0.0,0.0,0.0
Leo Fuhr Hjelde,DEF,Sunderland,536,37,366,9,False,2026-05-17T14:00:00Z,40,1607,0,9,-9,0,0,0,0,0,0,0,0,0,0,0,0,0,0.00,0.00,0.00,0.00,0,0,0,0,0.0,0.0,0.0,0.0,0.0
Krisztián Hegyi,GK,West Ham,602,37,369,15,False,2026-05-17T16:30:00Z,39,24868,0,179,-179,0,0,0,0,0,0,0,0,0,0,0,0,0,0.00,0.00,0.00,0.00,0,0,0,0,0.0,0.0,0.0,0.0,0.0
Will Hughes,MID,Crystal Palace,270,37,364,5,False,2026-05-17T14:00:00Z,47,13336,135,259,-124,0,0,0,0,0,0,0,0,0,0,0,0,0,0.00,0.00,0.00,0.00,0,0,0,0,0.0,0.0,0.0,0.0,0.0
Alfie Cresswell,MID,Leeds,839,37,367,6,True,2026-05-17T14:00:00Z,45,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0.00,0.00,0.00,0.00,0,0,0,0,0.0,0.0,0.0,0.0,0.0
Jadon Sancho,MID,Aston Villa,456,37,362,12,True,2026-05-15T19:00:00Z,58,28507,246,379,-133,1,0,1,0,0,0,1,0,0,4,0,0,0,0.00,0.02,0.02,0.27,0,0,0,0,1.0,1.8,0.0,0.3,0.0
Amine Adli,MID,Bournemouth,697,37,363,13,True,2026-05-19T18:30:00Z,54,28206,79,1658,-1579,0,0,0,0,0,0,0,0,0,0,0,0,0,0.00,0.00,0.00,0.00,0,0,0,0,0.0,0.0,0.0,0.0,0.0
Micky van de Ven,DEF,Spurs,575,37,365,7,False,2026-05-19T19:15:00Z,44,2284993,8060,30412,-22352,90,1,0,0,0,0,2,0,0,6,1,0,0,0.00,0.01,0.01,0.63,4,3,6,1,15.6,1.3,0.0,1.7,0.0
Konstantinos Mavropanos,DEF,West Ham,606,37,369,15,False,2026-05-17T16:30:00Z,45,249514,18189,12305,5884,90,1,3,0,0,0,3,0,0,10,0,0,0,0.03,0.05,0.08,1.73,14,11,6,3,33.6,1.5,3.0,3.8,0.0
Emmanuel Agbadou,DEF,Wolves,631,37,370,10,True,2026-05-17T14:00:00Z,42,14357,0,29,-29,0,0,0,0,0,0,0,0,0,0,0,0,0,0.00,0.00,0.00,0.00,0,0,0,0,0.0,0.0,0.0,0.0,0.0
Oscar Bobb,MID,Fulham,424,37,370,20,False,2026-05-17T14:00:00Z,51,27241,198,295,-97,78,1,2,0,0,0,1,0,0,16,0,0,0,0.00,0.29,0.29,1.14,5,1,1,3,14.4,28.5,12.0,5.5,0.0
Oluwaseun Adewumi,MID,Burnley,212,37,361,1,False,2026-05-18T19:00:00Z,45,776,0,1,-1,0,0,0,0,0,0,0,0,0,0,0,0,0,0.00,0.00,0.00,0.00,0,0,0,0,0.0,0.0,0.0,0.0,0.0
Jordan Henderson,MID,Brentford,124,37,364,8,True,2026-05-17T14:00:00Z,50,38175,225,248,-23,27,0,1,0,0,0,0,0,0,4,0,0,0,0.00,0.03,0.03,0.05,2,0,2,0,4.0,11.5,2.0,1.8,0.0
Harry Wilson,MID,Fulham,329,37,370,20,False,2026-05-17T14:00:00Z,59,2507728,140751,87930,52821,11,0,1,0,0,0,0,0,0,4,0,0,0,0.04,0.00,0.04,0.26,0,0,0,0,1.4,1.6,8.0,1.1,0.0
Charlie Stevens,MID,Bournemouth,799,37,363,13,True,2026-05-19T18:30:00Z,45,780,33,21,12,0,0,0,0,0,0,0,0,0,0,0,0,0,0.00,0.00,0.00,0.00,0,0,0,0,0.0,0.0,0.0,0.0,0.0
Malick Thiaw,DEF,Newcastle,684,37,369,19,True,2026-05-17T16:30:00Z,49,629436,17543,22404,-4861,90,1,2,0,0,0,1,0,0,14,0,0,0,0.00,0.01,0.01,0.95,9,6,2,3,18.2,1.3,0.0,2.0,0.0
Emerson Palmieri dos Santos,DEF,West Ham,604,37,369,15,False,2026-05-17T16:30:00Z,44,6490,0,5,-5,0,0,0,0,0,0,0,0,0,0,0,0,0,0.00,0.00,0.00,0.00,0,0,0,0,0.0,0.0,0.0,0.0,0.0
Godwill Kukonki,DEF,Man Utd,788,37,368,16,True,2026-05-17T11:30:00Z,40,1889,17,26,-9,0,0,0,0,0,0,0,0,0,0,0,0,0,0.00,0.00,0.00,0.00,0,0,0,0,0.0,0.0,0.0,0.0,0.0
Trey Nyoni,MID,Liverpool,396,37,362,2,False,2026-05-15T19:00:00Z,43,38600,203,295,-92,0,0,0,0,0,0,0,0,0,0,0,0,0,0.00,0.00,0.00,0.00,0,0,0,0,0.0,0.0,0.0,0.0,0.0
Conor McManus,DEF,Brentford,824,37,364,8,True,2026-05-17T14:00:00Z,40,633,37,12,25,0,0,0,0,0,0,0,0,0,0,0,0,0,0.00,0.00,0.00,0.00,0,0,0,0,0.0,0.0,0.0,0.0,0.0
Nilson Angulo,MID,Sunderland,813,37,366,9,False,2026-05-17T14:00:00Z,50,560,29,17,12,76,1,2,0,0,0,1,0,0,5,0,0,0,0.00,0.01,0.01,0.53,2,1,0,1,2.2,4.0,2.0,0.8,0.0
Angel Gomes,MID,Wolves,816,37,370,10,True,2026-05-17T14:00:00Z,46,2048,310,145,165,0,0,0,0,0,0,0,0,0,0,0,0,0,0.00,0.00,0.00,0.00,0,0,0,0,0.0,0.0,0.0,0.0,0.0
Saheed Olagunju,DEF,Wolves,766,37,370,10,True,2026-05-17T14:00:00Z,40,5052,396,308,88,0,0,0,0,0,0,0,0,0,0,0,0,0,0.00,0.00,0.00,0.00,0,0,0,0,0.0,0.0,0.0,0.0,0.0
Ladislav Krejcí,DEF,Wolves,709,37,370,10,True,2026-05-17T14:00:00Z,45,7552,75,269,-194,90,1,2,0,0,0,1,0,0,12,0,0,0,0.00,0.05,0.05,1.59,9,5,3,4,24.2,4.3,2.0,3.1,0.0
Malo Gusto,DEF,Chelsea,228,37,365,18,True,2026-05-19T19:15:00Z,48,236691,2158,5558,-3400,0,0,0,0,0,0,0,0,0,0,0,0,0,0.00,0.00,0.00,0.00,0,0,0,0,0.0,0.0,0.0,0.0,0.0
Riley Owen,MID,Brentford,826,37,364,8,True,2026-05-17T14:00:00Z,45,220,31,17,14,0,0,0,0,0,0,0,0,0,0,0,0,0,0.00,0.00,0.00,0.00,0,0,0,0,0.0,0.0,0.0,0.0,0.0
Jérémy Doku,MID,Man City,418,37,363,4,False,2026-05-19T18:30:00Z,65,852126,210171,10266,199905,75,1,2,0,0,0,1,0,0,10,0,0,0,0.17,0.05,0.22,1.30,1,0,1,0,7.6,25.1,33.0,6.6,0.0
Triston Rowe,DEF,Aston Villa,701,37,362,12,True,2026-05-15T19:00:00Z,40,8863,0,15,-15,0,0,0,0,0,0,0,0,0,0,0,0,0,0.00,0.00,0.00,0.00,0,0,0,0,0.0,0.0,0.0,0.0,0.0
Luis Guilherme Lira dos Santos,MID,West Ham,619,37,369,15,False,2026-05-17T16:30:00Z,49,2447,0,1,-1,0,0,0,0,0,0,0,0,0,0,0,0,0,0.00,0.00,0.00,0.00,0,0,0,0,0.0,0.0,0.0,0.0,0.0
Sebastiaan Bornauw,DEF,Leeds,345,37,367,6,True,2026-05-17T14:00:00Z,38,16769,291,277,14,90,1,6,0,0,1,0,0,0,19,0,0,0,0.00,0.00,0.00,2.84,6,5,3,1,11.2,0.3,2.0,1.4,0.0
Kendry Páez Andrade,MID,Chelsea,248,37,365,18,True,2026-05-19T19:15:00Z,45,553,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0.00,0.00,0.00,0.00,0,0,0,0,0.0,0.0,0.0,0.0,0.0
Asher Agbinone,MID,Crystal Palace,274,37,364,5,False,2026-05-17T14:00:00Z,43,12026,205,270,-65,0,0,0,0,0,0,0,0,0,0,0,0,0,0.00,0.00,0.00,0.00,0,0,0,0,0.0,0.0,0.0,0.0,0.0
Matz Sels,GK,Nott'm Forest,502,37,368,14,False,2026-05-17T11:30:00Z,46,651361,5955,5540,415,90,1,2,0,0,0,3,5,0,9,0,0,0,0.00,0.00,0.00,4.57,0,1,5,0,38.4,0.0,0.0,3.8,0.0
Álex Jiménez Sánchez,DEF,Bournemouth,713,37,363,13,True,2026-05-19T18:30:00Z,45,21050,58,4519,-4461,0,0,0,0,0,0,0,0,0,0,0,0,0,0.00,0.00,0.00,0.00,0,0,0,0,0.0,0.0,0.0,0.0,0.0
Marko Stamenić,MID,Nott'm Forest,524,37,368,14,False,2026-05-17T11:30:00Z,45,2135,0,2,-2,0,0,0,0,0,0,0,0,0,0,0,0,0,0.00,0.00,0.00,0.00,0,0,0,0,0.0,0.0,0.0,0.0,0.0
Nathan Fraser,FWD,Wolves,658,37,370,10,True,2026-05-17T14:00:00Z,42,230135,802,2130,-1328,0,0,0,0,0,0,0,0,0,0,0,0,0,0.00,0.00,0.00,0.00,0,0,0,0,0.0,0.0,0.0,0.0,0.0
Evan Ferguson,FWD,Brighton,179,37,367,11,False,2026-05-17T14:00:00Z,55,963,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0.00,0.00,0.00,0.00,0,0,0,0,0.0,0.0,0.0,0.0,0.0
Idrissa Gana Gueye,MID,Everton,302,37,366,17,True,2026-05-17T14:00:00Z,54,13913,10,870,-860,0,0,0,0,0,0,0,0,0,0,0,0,0,0.00,0.00,0.00,0.00,0,0,0,0,0.0,0.0,0.0,0.0,0.0
Justin Devenny,MID,Crystal Palace,276,37,364,5,False,2026-05-17T14:00:00Z,43,148391,1852,4181,-2329,0,0,0,0,0,0,0,0,0,0,0,0,0,0.00,0.00,0.00,0.00,0,0,0,0,0.0,0.0,0.0,0.0,0.0
Karl Darlow,GK,Leeds,341,37,367,6,True,2026-05-17T14:00:00Z,40,882139,19991,10640,9351,90,1,11,0,0,1,0,7,3,40,0,0,0,0.00,0.00,0.00,3.06,0,2,8,0,47.8,0.0,0.0,4.8,0.0
Junior Kroupi,FWD,Bournemouth,100,37,363,13,True,2026-05-19T18:30:00Z,46,813076,29814,47650,-17836,75,1,8,1,0,1,0,0,2,32,0,0,0,0.19,0.16,0.35,1.00,3,1,2,0,33.0,6.3,22.0,6.1,0.0
Habib Diarra,MID,Sunderland,544,37,366,9,False,2026-05-17T14:00:00Z,53,14801,113,1600,-1487,13,0,4,0,1,0,0,0,0,17,0,0,0,0.00,0.14,0.14,0.52,0,0,0,0,21.2,18.5,0.0,4.0,0.0
Luis Sinisterra Lucumí,MID,Bournemouth,91,37,363,13,True,2026-05-19T18:30:00Z,50,1250,0,1,-1,0,0,0,0,0,0,0,0,0,0,0,0,0,0.00,0.00,0.00,0.00,0,0,0,0,0.0,0.0,0.0,0.0,0.0
Antonín Kinský,GK,Spurs,567,37,365,7,False,2026-05-19T19:15:00Z,39,240706,12916,2512,10404,90,1,1,0,0,0,2,2,0,4,0,0,0,0.00,0.00,0.00,0.63,0,0,5,0,15.6,0.0,0.0,1.6,0.0
Jakub Kiwior,DEF,Arsenal,9,37,361,3,True,2026-05-18T19:00:00Z,54,6110,0,3,-3,0,0,0,0,0,0,0,0,0,0,0,0,0,0.00,0.00,0.00,0.00,0,0,0,0,0.0,0.0,0.0,0.0,0.0
Fábio Soares Silva,FWD,Wolves,655,37,370,10,True,2026-05-17T14:00:00Z,49,21265,0,17,-17,0,0,0,0,0,0,0,0,0,0,0,0,0,0.00,0.00,0.00,0.00,0,0,0,0,0.0,0.0,0.0,0.0,0.0
Đorđe Petrović,GK,Bournemouth,67,37,363,13,True,2026-05-19T18:30:00Z,46,650604,3883,26031,-22148,90,1,3,0,0,0,1,3,0,13,0,0,0,0.00,0.00,0.00,1.67,0,0,10,0,22.4,0.0,0.0,2.2,0.0
Kim Ji-soo,DEF,Brentford,117,37,364,8,True,2026-05-17T14:00:00Z,39,9962,0,29,-29,0,0,0,0,0,0,0,0,0,0,0,0,0,0.00,0.00,0.00,0.00,0,0,0,0,0.0,0.0,0.0,0.0,0.0
Alphonse Areola,GK,West Ham,600,37,369,15,False,2026-05-17T16:30:00Z,42,244577,829,3070,-2241,0,0,0,0,0,0,0,0,0,0,0,0,0,0.00,0.00,0.00,0.00,0,0,0,0,0.0,0.0,0.0,0.0,0.0
Gabriel dos Santos Magalhães,DEF,Arsenal,5,37,361,3,True,2026-05-18T19:00:00Z,73,6041173,140618,11865,128753,90,1,6,0,0,1,0,0,0,22,0,0,0,0.00,0.04,0.04,0.19,4,3,1,1,6.8,1.1,3.0,1.1,0.0
Jamaldeen Jimoh-Aloba,MID,Aston Villa,62,37,362,12,True,2026-05-15T19:00:00Z,45,7312,0,17,-17,0,0,0,0,0,0,0,0,0,0,0,0,0,0.00,0.00,0.00,0.00,0,0,0,0,0.0,0.0,0.0,0.0,0.0
George Brierley,MID,Burnley,784,37,361,1,False,2026-05-18T19:00:00Z,45,470,15,19,-4,0,0,0,0,0,0,0,0,0,0,0,0,0,0.00,0.00,0.00,0.00,0,0,0,0,0.0,0.0,0.0,0.0,0.0
Armando Broja,FWD,Burnley,680,37,361,1,False,2026-05-18T19:00:00Z,52,19059,85,155,-70,0,0,0,0,0,0,0,0,0,0,0,0,0,0.00,0.00,0.00,0.00,0,0,0,0,0.0,0.0,0.0,0.0,0.0
Benoît Badiashile Mukinayi,DEF,Chelsea,229,37,365,18,True,2026-05-19T19:15:00Z,44,3841,25,47,-22,0,0,0,0,0,0,0,0,0,0,0,0,0,0.00,0.00,0.00,0.00,0,0,0,0,0.0,0.0,0.0,0.0,0.0
Reigan Heskey,MID,Man City,764,37,363,4,False,2026-05-19T18:30:00Z,45,509,11,12,-1,0,0,0,0,0,0,0,0,0,0,0,0,0,0.00,0.00,0.00,0.00,0,0,0,0,0.0,0.0,0.0,0.0,0.0
Divine Mukasa,MID,Man City,739,37,363,4,False,2026-05-19T18:30:00Z,44,2318,0,5,-5,0,0,0,0,0,0,0,0,0,0,0,0,0,0.00,0.00,0.00,0.00,0,0,0,0,0.0,0.0,0.0,0.0,0.0
Aarón Anselmino,DEF,Chelsea,234,37,365,18,True,2026-05-19T19:15:00Z,40,6865,0,5,-5,0,0,0,0,0,0,0,0,0,0,0,0,0,0.00,0.00,0.00,0.00,0,0,0,0,0.0,0.0,0.0,0.0,0.0
Jean-Ricner Bellegarde,MID,Wolves,644,37,370,10,True,2026-05-17T14:00:00Z,51,5889,57,174,-117,11,0,1,0,0,0,0,0,0,2,0,0,0,0.00,0.01,0.01,0.12,3,0,3,0,0.0,3.5,0.0,0.3,0.0
Luke Harris,MID,Fulham,334,37,370,20,False,2026-05-17T14:00:00Z,45,179,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0.00,0.00,0.00,0.00,0,0,0,0,0.0,0.0,0.0,0.0,0.0
Ola Aina,DEF,Nott'm Forest,507,37,368,14,False,2026-05-17T11:30:00Z,47,282477,47,10746,-10699,0,0,0,0,0,0,0,0,0,0,0,0,0,0.00,0.00,0.00,0.00,0,0,0,0,0.0,0.0,0.0,0.0,0.0
Dominik Szoboszlai,MID,Liverpool,387,37,362,2,False,2026-05-15T19:00:00Z,70,1707830,87322,72663,14659,90,1,9,0,2,0,4,0,1,37,0,0,0,0.01,0.47,0.48,1.85,3,1,1,1,45.2,86.8,11.0,14.3,0.0
Arnaud Kalimuendo,FWD,Nott'm Forest,696,37,368,14,False,2026-05-17T11:30:00Z,60,14812,0,10,-10,0,0,0,0,0,0,0,0,0,0,0,0,0,0.00,0.00,0.00,0.00,0,0,0,0,0.0,0.0,0.0,0.0,0.0
Freddie Simmonds,DEF,Brighton,761,37,367,11,False,2026-05-17T14:00:00Z,40,2680,46,35,11,0,0,0,0,0,0,0,0,0,0,0,0,0,0.00,0.00,0.00,0.00,0,0,0,0,0.0,0.0,0.0,0.0,0.0
Marcus Bettinelli,GK,Man City,401,37,363,4,False,2026-05-19T18:30:00Z,38,45710,666,1006,-340,0,0,0,0,0,0,0,0,0,0,0,0,0,0.00,0.00,0.00,0.00,0,0,0,0,0.0,0.0,0.0,0.0,0.0
Tomáš Souček,MID,West Ham,613,37,369,15,False,2026-05-17T16:30:00Z,57,48548,4533,1840,2693,62,1,1,0,0,0,2,0,0,10,1,0,0,0.00,0.01,0.01,1.01,7,1,2,4,12.2,14.1,4.0,3.0,0.0
Jack Grealish,MID,Everton,419,37,366,17,True,2026-05-17T14:00:00Z,63,733847,32,1795,-1763,0,0,0,0,0,0,0,0,0,0,0,0,0,0.00,0.00,0.00,0.00,0,0,0,0,0.0,0.0,0.0,0.0,0.0
Ilia Gruev,MID,Leeds,356,37,367,6,True,2026-05-17T14:00:00Z,47,10256,33,521,-488,0,0,0,0,0,0,0,0,0,0,0,0,0,0.00,0.00,0.00,0.00,0,0,0,0,0.0,0.0,0.0,0.0,0.0
Kadan Young,MID,Aston Villa,63,37,362,12,True,2026-05-15T19:00:00Z,43,62570,0,527,-527,0,0,0,0,0,0,0,0,0,0,0,0,0,0.00,0.00,0.00,0.00,0,0,0,0,0.0,0.0,0.0,0.0,0.0
Endo Wataru,MID,Liverpool,392,37,362,2,False,2026-05-15T19:00:00Z,49,10621,2,22,-20,0,0,0,0,0,0,0,0,0,0,0,0,0,0.00,0.00,0.00,0.00,0,0,0,0,0.0,0.0,0.0,0.0,0.0
Samuel Chukwueze,MID,Fulham,727,37,370,20,False,2026-05-17T14:00:00Z,53,10993,957,415,542,11,0,1,0,0,0,0,0,0,4,0,0,0,0.00,0.00,0.00,0.26,2,0,2,0,2.4,16.5,0.0,1.9,0.0
Oliver Pimlott,MID,Burnley,776,37,361,1,False,2026-05-18T19:00:00Z,45,568,23,21,2,0,0,0,0,0,0,0,0,0,0,0,0,0,0.00,0.00,0.00,0.00,0,0,0,0,0.0,0.0,0.0,0.0,0.0
Mats Wieffer,MID,Brighton,173,37,367,11,False,2026-05-17T14:00:00Z,49,42078,33,8798,-8765,0,0,0,0,0,0,0,0,0,0,0,0,0,0.00,0.00,0.00,0.00,0,0,0,0,0.0,0.0,0.0,0.0,0.0
İlkay Gündoğan,MID,Man City,420,37,363,4,False,2026-05-19T18:30:00Z,63,7787,0,6,-6,0,0,0,0,0,0,0,0,0,0,0,0,0,0.00,0.00,0.00,0.00,0,0,0,0,0.0,0.0,0.0,0.0,0.0
Pedro Porro Sauceda,DEF,Spurs,568,37,365,7,False,2026-05-19T19:15:00Z,52,1400779,16250,22897,-6647,90,1,0,0,0,0,2,0,0,8,1,0,0,0.00,0.36,0.36,0.63,1,0,2,1,16.2,45.2,4.0,6.5,0.0
Daichi Kamada,MID,Crystal Palace,271,37,364,5,False,2026-05-17T14:00:00Z,50,13450,146,1030,-884,90,1,4,0,0,0,2,0,0,19,0,0,0,0.15,0.18,0.33,1.71,14,4,6,4,16.8,13.1,7.0,3.7,0.0
Tyrique George,MID,Everton,243,37,366,17,True,2026-05-17T14:00:00Z,48,8521,73,81,-8,17,0,1,0,0,0,2,0,0,10,0,0,0,0.00,0.46,0.46,0.29,0,0,0,0,7.2,19.3,0.0,2.7,0.0
