name,position,team,element,round,fixture,opponent_team,was_home,kickoff_time,value,selected,transfers_in,transfers_out,transfers_balance,minutes,starts,total_points,goals_scored,assists,clean_sheets,goals_conceded,saves,bonus,bps,yellow_cards,red_cards,own_goals,expected_goals,expected_assists,expected_goal_involvements,expected_goals_conceded,defensive_contribution,clearances_blocks_interceptions,recoveries,tackles,influence,creativity,threat,ict_index,xP
Reinildo Mandava,DEF,Sunderland,541,1,5,19,True,2025-08-16T14:00:00Z,40,677026,0,0,0,90,1,6,0,0,1,0,0,0,27,0,0,0,0.00,0.00,0.00,0.56,8,6,3,2,13.6,2.5,0.0,1.6,0.5
Lewis Dobbin,MID,Aston Villa,57,1,2,15,True,2025-08-16T11:30:00Z,50,4994,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0.00,0.00,0.00,0.00,0,0,0,0,0.0,0.0,0.0,0.0,1.0
Ryan Christie,MID,Bournemouth,87,1,1,12,False,2025-08-15T19:00:00Z,50,10562,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0.00,0.00,0.00,0.00,0,0,0,0,0.0,0.0,0.0,0.0,0.0
Zeki Amdouni,FWD,Burnley,216,1,6,18,False,2025-08-16T14:00:00Z,50,6453,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0.00,0.00,0.00,0.00,0,0,0,0,0.0,0.0,0.0,0.0,0.0
Lucas Tolentino Coelho de Lima,MID,West Ham,612,1,5,17,False,2025-08-16T14:00:00Z,60,110926,0,0,0,90,1,2,0,0,0,3,0,0,11,0,0,0,0.00,0.08,0.08,0.68,6,0,5,1,5.8,14.2,4.0,2.4,2.6
Jorrel Hato,DEF,Chelsea,672,1,8,8,True,2025-08-17T13:00:00Z,50,29623,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0.00,0.00,0.00,0.00,0,0,0,0,0.0,0.0,0.0,0.0,3.1
Myles Peart-Harris,MID,Brentford,133,1,4,16,False,2025-08-17T13:00:00Z,45,3919,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0.00,0.00,0.00,0.00,0,0,0,0,0.0,0.0,0.0,0.0,1.0
Ben Gannon-Doak,MID,Liverpool,391,1,1,4,True,2025-08-15T19:00:00Z,50,4207,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0.00,0.00,0.00,0.00,0,0,0,0,0.0,0.0,0.0,0.0,0.5
Bashir Humphreys,DEF,Burnley,193,1,6,18,False,2025-08-16T14:00:00Z,40,6171,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0.00,0.00,0.00,0.00,0,0,0,0,0.0,0.0,0.0,0.0,0.1
Romain Faivre,MID,Bournemouth,92,1,1,12,False,2025-08-15T19:00:00Z,45,18512,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0.00,0.00,0.00,0.00,0,0,0,0,0.0,0.0,0.0,0.0,0.0
Enock Agyei,MID,Burnley,203,1,6,18,False,2025-08-16T14:00:00Z,50,5235,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0.00,0.00,0.00,0.00,0,0,0,0,0.0,0.0,0.0,0.0,1.0
Callum Bates,MID,Everton,306,1,10,11,False,2025-08-18T19:00:00Z,45,8013,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0.00,0.00,0.00,0.00,0,0,0,0,0.0,0.0,0.0,0.0,1.5
Harry Tyrer,GK,Everton,289,1,10,11,False,2025-08-18T19:00:00Z,40,11717,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0.00,0.00,0.00,0.00,0,0,0,0,0.0,0.0,0.0,0.0,1.5
Etienne Green,GK,Burnley,184,1,6,18,False,2025-08-16T14:00:00Z,40,40049,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0.00,0.00,0.00,0.00,0,0,0,0,0.0,0.0,0.0,0.0,0.5
Destiny Udogie,DEF,Spurs,574,1,6,3,True,2025-08-16T14:00:00Z,45,87334,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0.00,0.00,0.00,0.00,0,0,0,0,0.0,0.0,0.0,0.0,0.0
Simon Moore,GK,Sunderland,529,1,5,19,True,2025-08-16T14:00:00Z,40,47851,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0.00,0.00,0.00,0.00,0,0,0,0,0.0,0.0,0.0,0.0,0.5
Ben Winterburn,MID,Bournemouth,96,1,1,12,False,2025-08-15T19:00:00Z,45,7035,0,0,0,6,0,1,0,0,0,2,0,0,3,0,0,0,0.00,0.00,0.00,0.31,0,0,0,0,0.0,0.0,0.0,0.0,0.0
Mikey Moore,MID,Spurs,592,1,6,3,True,2025-08-16T14:00:00Z,50,1092,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0.00,0.00,0.00,0.00,0,0,0,0,0.0,0.0,0.0,0.0,0.0
Pape Matar Sarr,MID,Spurs,593,1,6,3,True,2025-08-16T14:00:00Z,50,267148,0,0,0,90,1,6,0,1,1,0,0,0,29,0,0,0,0.00,0.22,0.22,0.94,10,4,4,2,33.2,18.7,2.0,5.4,2.0
Hákon Rafn Valdimarsson,GK,Brentford,105,1,4,16,False,2025-08-17T13:00:00Z,40,101164,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0.00,0.00,0.00,0.00,0,0,0,0,0.0,0.0,0.0,0.0,1.0
Toby Collyer,MID,Man Utd,460,1,9,1,True,2025-08-17T15:30:00Z,45,11142,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0.00,0.00,0.00,0.00,0,0,0,0,0.0,0.0,0.0,0.0,0.5
Marcos Senesi Barón,DEF,Bournemouth,72,1,1,12,False,2025-08-15T19:00:00Z,45,66685,0,0,0,90,1,2,0,0,0,4,0,0,1,0,0,0,0.00,0.05,0.05,2.21,15,12,2,3,26.6,14.6,2.0,4.3,0.9
Tyler Morton,MID,Liverpool,395,1,1,4,True,2025-08-15T19:00:00Z,45,624,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0.00,0.00,0.00,0.00,0,0,0,0,0.0,0.0,0.0,0.0,0.0
Alexis Mac Allister,MID,Liverpool,386,1,1,4,True,2025-08-15T19:00:00Z,65,150572,0,0,0,71,1,5,0,1,0,1,0,0,27,0,0,0,0.03,0.02,0.05,1.49,6,1,2,3,27.4,15.2,11.0,5.4,3.2
André Trindade da Costa Neto,MID,Wolves,643,1,7,13,True,2025-08-16T16:30:00Z,55,6500,0,0,0,71,1,4,0,0,0,3,0,0,16,0,0,0,0.00,0.01,0.01,2.22,15,3,8,4,15.6,1.7,0.0,1.7,1.5
Harrison Ashby,DEF,Newcastle,482,1,2,2,False,2025-08-16T11:30:00Z,40,12407,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0.00,0.00,0.00,0.00,0,0,0,0,0.0,0.0,0.0,0.0,1.5
Samuel Amissah,DEF,Fulham,323,1,3,6,False,2025-08-16T14:00:00Z,40,15548,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0.00,0.00,0.00,0.00,0,0,0,0,0.0,0.0,0.0,0.0,1.0
Luís Hemir Silva Semedo,FWD,Sunderland,563,1,5,19,True,2025-08-16T14:00:00Z,45,17649,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0.00,0.00,0.00,0.00,0,0,0,0,0.0,0.0,0.0,0.0,0.5
Adama Traoré Diarra,MID,Fulham,326,1,3,6,False,2025-08-16T14:00:00Z,55,31362,0,0,0,24,0,1,0,0,0,0,0,0,1,0,0,0,0.00,0.00,0.00,0.43,0,0,0,0,0.0,0.8,0.0,0.0,2.0
Yasin Ayari,MID,Brighton,166,1,3,10,True,2025-08-16T14:00:00Z,50,20119,0,0,0,90,1,3,0,0,0,1,0,1,20,0,0,0,0.00,0.12,0.12,0.76,10,3,6,1,7.2,3.2,2.0,1.2,1.5
Mateo Kovačić,MID,Man City,422,1,7,20,False,2025-08-16T16:30:00Z,60,1064,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0.00,0.00,0.00,0.00,0,0,0,0,0.0,0.0,0.0,0.0,0.0
Thierno Barry,FWD,Everton,310,1,10,11,False,2025-08-18T19:00:00Z,60,70912,0,0,0,4,0,1,0,0,0,0,0,0,3,0,0,0,0.00,0.00,0.00,0.20,0,0,0,0,0.0,1.0,2.0,0.3,2.5
Ollie Scarles,DEF,West Ham,608,1,5,17,False,2025-08-16T14:00:00Z,45,3366,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0.00,0.00,0.00,0.00,0,0,0,0,0.0,0.0,0.0,0.0,2.4
Rico Lewis,DEF,Man City,410,1,7,20,False,2025-08-16T16:30:00Z,50,61558,0,0,0,65,1,11,0,1,1,0,0,2,41,0,0,0,0.00,0.59,0.59,0.35,6,5,1,1,29.2,13.1,8.0,5.0,3.1
Brenden Aaronson,MID,Leeds,350,1,10,9,True,2025-08-18T19:00:00Z,55,6703,0,0,0,23,0,1,0,0,0,0,0,0,10,0,0,0,0.00,0.21,0.21,0.47,2,0,0,2,9.2,24.9,6.0,4.0,1.5
Eliezer Mayenda Dossou,FWD,Sunderland,561,1,5,19,True,2025-08-16T14:00:00Z,55,27150,0,0,0,75,1,8,1,0,1,0,0,2,37,0,0,0,0.09,0.00,0.09,0.33,0,0,0,0,34.0,11.3,26.0,7.1,1.2
Steven Benda,GK,Fulham,315,1,3,6,False,2025-08-16T14:00:00Z,40,970,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0.00,0.00,0.00,0.00,0,0,0,0,0.0,0.0,0.0,0.0,0.0
Myles Lewis-Skelly,DEF,Arsenal,10,1,9,14,False,2025-08-17T15:30:00Z,55,399029,0,0,0,18,0,0,0,0,0,0,0,0,-1,1,0,0,0.00,0.00,0.00,0.66,1,1,0,0,0.2,0.0,0.0,0.0,3.8
Hugo Bueno López,DEF,Wolves,633,1,7,13,True,2025-08-16T16:30:00Z,45,7781,0,0,0,18,0,1,0,0,0,1,0,0,0,0,0,0,0.00,0.01,0.01,0.24,1,1,2,0,4.4,11.1,6.0,2.2,1.4
Milan Aleksić,MID,Sunderland,546,1,5,19,True,2025-08-16T14:00:00Z,50,3560,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0.00,0.00,0.00,0.00,0,0,0,0,0.0,0.0,0.0,0.0,1.0
Toti Gomes,DEF,Wolves,637,1,7,13,True,2025-08-16T16:30:00Z,45,16594,0,0,0,90,1,0,0,0,0,4,0,0,0,0,0,0,0.00,0.00,0.00,2.47,4,2,4,2,14.6,10.8,0.0,2.5,1.4
Ismaïla Sarr,MID,Crystal Palace,267,1,8,7,False,2025-08-17T13:00:00Z,65,502135,0,0,0,90,1,3,0,0,1,0,0,0,16,0,0,0,0.00,0.01,0.01,1.60,7,4,3,0,10.0,15.5,0.0,2.6,1.7
Abdukodir Khusanov,DEF,Man City,406,1,7,20,False,2025-08-16T16:30:00Z,55,33910,0,0,0,8,0,1,0,0,0,0,0,0,7,0,0,0,0.00,0.00,0.00,0.08,1,0,0,1,3.6,0.0,0.0,0.4,3.8
André Onana,GK,Man Utd,432,1,9,1,True,2025-08-17T15:30:00Z,50,17015,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0.00,0.00,0.00,0.00,0,0,0,0,0.0,0.0,0.0,0.0,2.6
Rio Cardines,MID,Crystal Palace,690,1,8,7,False,2025-08-17T13:00:00Z,45,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0.00,0.00,0.00,0.00,0,0,0,0,0.0,0.0,0.0,0.0,0.5
Alejandro Garnacho Ferreyra,MID,Man Utd,453,1,9,1,True,2025-08-17T15:30:00Z,65,18209,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0.00,0.00,0.00,0.00,0,0,0,0,0.0,0.0,0.0,0.0,1.7
Dan Neil,MID,Sunderland,549,1,5,19,True,2025-08-16T14:00:00Z,50,3600,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0.00,0.00,0.00,0.00,0,0,0,0,0.0,0.0,0.0,0.0,1.0
Kiernan Dewsbury-Hall,MID,Everton,242,1,10,11,False,2025-08-18T19:00:00Z,50,476441,0,0,0,90,1,2,0,0,0,1,0,0,15,0,0,0,0.00,0.24,0.24,2.07,6,2,2,2,12.6,27.4,2.0,4.2,2.0
Kieran Trippier,DEF,Newcastle,478,1,2,2,False,2025-08-16T11:30:00Z,50,179895,0,0,0,90,1,6,0,0,1,0,0,0,26,0,0,0,0.00,0.06,0.06,0.20,4,4,4,0,9.8,22.5,0.0,3.2,3.1
João Maria Lobo Alves Palhares Costa Palhinha Gonçalves,MID,Spurs,673,1,6,3,True,2025-08-16T14:00:00Z,55,38151,0,0,0,10,0,1,0,0,0,0,0,0,2,0,0,0,0.00,0.00,0.00,0.00,0,0,0,0,0.2,0.6,0.0,0.1,2.5
Tino Livramento,DEF,Newcastle,477,1,2,2,False,2025-08-16T11:30:00Z,50,340715,0,0,0,90,1,9,0,0,1,0,0,3,33,0,0,0,0.00,0.03,0.03,0.20,5,3,5,2,18.0,25.4,4.0,4.7,3.1
Issa Diop,DEF,Fulham,320,1,3,6,False,2025-08-16T14:00:00Z,45,7811,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0.00,0.00,0.00,0.00,0,0,0,0,0.0,0.0,0.0,0.0,1.9
Rasmus Højlund,FWD,Man Utd,465,1,9,1,True,2025-08-17T15:30:00Z,65,59759,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0.00,0.00,0.00,0.00,0,0,0,0,0.0,0.0,0.0,0.0,1.7
Dane Scarlett,FWD,Spurs,599,1,6,3,True,2025-08-16T14:00:00Z,45,76280,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0.00,0.00,0.00,0.00,0,0,0,0,0.0,0.0,0.0,0.0,1.5
Ezri Konsa Ngoyo,DEF,Aston Villa,38,1,2,15,True,2025-08-16T11:30:00Z,45,2210503,0,0,0,65,1,3,0,0,1,0,0,0,15,0,1,0,0.00,0.01,0.01,1.11,3,3,1,0,1.8,1.1,0.0,0.3,1.4
Caleb Kporha,DEF,Crystal Palace,265,1,8,7,False,2025-08-17T13:00:00Z,40,2907,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0.00,0.00,0.00,0.00,0,0,0,0,0.0,0.0,0.0,0.0,0.0
Archie Gray,MID,Spurs,591,1,6,3,True,2025-08-16T14:00:00Z,50,13480,0,0,0,70,1,3,0,0,1,0,0,0,13,0,0,0,0.00,0.05,0.05,0.89,8,2,5,1,3.6,3.0,2.0,0.9,2.0
Noah Sadiki,MID,Sunderland,552,1,5,19,True,2025-08-16T14:00:00Z,50,3593,0,0,0,90,1,3,0,0,1,0,0,0,6,0,0,0,0.00,0.01,0.01,0.56,9,5,2,2,11.0,3.8,0.0,1.5,1.0
Sávio Moreira de Oliveira,MID,Man City,415,1,7,20,False,2025-08-16T16:30:00Z,70,115640,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0.00,0.00,0.00,0.00,0,0,0,0,0.0,0.0,0.0,0.0,0.0
Nathan Collins,DEF,Brentford,106,1,4,16,False,2025-08-17T13:00:00Z,50,173943,0,0,0,90,1,0,0,0,0,3,0,0,0,1,0,0,0.02,0.00,0.02,1.86,5,5,5,0,9.8,0.2,5.0,1.5,2.6
Manuel Ugarte Ribeiro,MID,Man Utd,459,1,9,1,True,2025-08-17T15:30:00Z,50,16335,0,0,0,25,0,1,0,0,0,0,0,0,0,0,0,0,0.03,0.01,0.04,0.21,1,0,1,0,0.0,11.4,1.0,1.2,1.0
Lewis Hall,DEF,Newcastle,473,1,2,2,False,2025-08-16T11:30:00Z,55,198399,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0.00,0.00,0.00,0.00,0,0,0,0,0.0,0.0,0.0,0.0,3.8
Wesley Fofana,DEF,Chelsea,230,1,8,8,True,2025-08-17T13:00:00Z,45,20068,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0.00,0.00,0.00,0.00,0,0,0,0,0.0,0.0,0.0,0.0,1.8
Martial Godo,MID,Fulham,333,1,3,6,False,2025-08-16T14:00:00Z,45,6788,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0.00,0.00,0.00,0.00,0,0,0,0,0.0,0.0,0.0,0.0,1.0
Leo Fuhr Hjelde,DEF,Sunderland,536,1,5,19,True,2025-08-16T14:00:00Z,40,545,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0.00,0.00,0.00,0.00,0,0,0,0,0.0,0.0,0.0,0.0,0.0
Krisztián Hegyi,GK,West Ham,602,1,5,17,False,2025-08-16T14:00:00Z,40,28199,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0.00,0.00,0.00,0.00,0,0,0,0,0.0,0.0,0.0,0.0,1.5
Will Hughes,MID,Crystal Palace,270,1,8,7,False,2025-08-17T13:00:00Z,50,11049,0,0,0,69,1,2,0,0,1,0,0,0,7,1,0,0,0.00,0.00,0.00,1.22,9,6,3,0,14.4,0.1,0.0,1.5,1.0
Jadon Sancho,MID,Man Utd,456,1,9,1,True,2025-08-17T15:30:00Z,60,10745,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0.00,0.00,0.00,0.00,0,0,0,0,0.0,0.0,0.0,0.0,1.6
Micky van de Ven,DEF,Spurs,575,1,6,3,True,2025-08-16T14:00:00Z,45,2650169,0,0,0,90,1,6,0,0,1,0,0,0,27,0,0,0,0.59,0.01,0.60,0.94,6,5,4,1,11.6,1.0,14.0,2.7,2.4
Konstantinos Mavropanos,DEF,West Ham,606,1,5,17,False,2025-08-16T14:00:00Z,45,5344,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0.00,0.00,0.00,0.00,0,0,0,0,0.0,0.0,0.0,0.0,2.4
Emmanuel Agbadou,DEF,Wolves,631,1,7,13,True,2025-08-16T16:30:00Z,45,43103,0,0,0,90,1,0,0,0,0,4,0,0,-7,0,0,0,0.02,0.01,0.03,2.47,7,5,2,2,11.8,0.3,1.0,1.3,1.4
Oscar Bobb,MID,Man City,424,1,7,20,False,2025-08-16T16:30:00Z,55,9671,0,0,0,90,1,6,0,1,1,0,0,0,25,0,0,0,0.00,0.07,0.07,0.56,4,0,4,0,24.6,25.4,8.0,5.8,2.5
Oluwaseun Adewumi,MID,Burnley,212,1,6,18,False,2025-08-16T14:00:00Z,45,3513,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0.00,0.00,0.00,0.00,0,0,0,0,0.0,0.0,0.0,0.0,0.0
Jordan Henderson,MID,Brentford,124,1,4,16,False,2025-08-17T13:00:00Z,50,28255,0,0,0,21,0,1,0,0,0,0,0,0,2,0,0,0,0.00,0.00,0.00,0.00,3,0,3,0,0.0,1.1,0.0,0.1,1.5
Harry Wilson,MID,Fulham,329,1,3,6,False,2025-08-16T14:00:00Z,55,102174,0,0,0,90,1,5,0,1,0,1,0,0,16,0,0,0,0.07,0.02,0.09,1.48,6,1,4,1,3.0,5.4,13.0,2.1,2.0
Malick Thiaw,DEF,Newcastle,684,1,2,2,False,2025-08-16T11:30:00Z,50,15050,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0.00,0.00,0.00,0.00,0,0,0,0,0.0,0.0,0.0,0.0,3.1
Emerson Palmieri dos Santos,DEF,West Ham,604,1,5,17,False,2025-08-16T14:00:00Z,45,21358,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0.00,0.00,0.00,0.00,0,0,0,0,0.0,0.0,0.0,0.0,2.4
Trey Nyoni,MID,Liverpool,396,1,1,4,True,2025-08-15T19:00:00Z,45,7885,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0.00,0.00,0.00,0.00,0,0,0,0,0.0,0.0,0.0,0.0,2.0
Malo Gusto,DEF,Chelsea,228,1,8,8,True,2025-08-17T13:00:00Z,50,160818,0,0,0,11,0,1,0,0,0,0,0,0,2,0,0,0,0.02,0.00,0.02,0.05,0,0,0,0,0.0,1.3,1.0,0.2,3.1
Jérémy Doku,MID,Man City,418,1,7,20,False,2025-08-16T16:30:00Z,65,109378,0,0,0,65,1,3,0,0,1,0,0,0,4,0,0,0,0.00,0.02,0.02,0.35,1,0,1,0,0.0,3.2,4.0,0.6,2.7
Luis Guilherme Lira dos Santos,MID,West Ham,619,1,5,17,False,2025-08-16T14:00:00Z,50,3179,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0.00,0.00,0.00,0.00,0,0,0,0,0.0,0.0,0.0,0.0,2.0
Sebastiaan Bornauw,DEF,Leeds,345,1,10,9,True,2025-08-18T19:00:00Z,40,6544,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0.00,0.00,0.00,0.00,0,0,0,0,0.0,0.0,0.0,0.0,0.4
Kendry Páez Andrade,MID,Chelsea,248,1,8,8,True,2025-08-17T13:00:00Z,45,1494,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0.00,0.00,0.00,0.00,0,0,0,0,0.0,0.0,0.0,0.0,0.0
Asher Agbinone,MID,Crystal Palace,274,1,8,7,False,2025-08-17T13:00:00Z,45,5499,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0.00,0.00,0.00,0.00,0,0,0,0,0.0,0.0,0.0,0.0,0.5
Matz Sels,GK,Nott'm Forest,502,1,4,5,True,2025-08-17T13:00:00Z,50,2023172,0,0,0,90,1,2,0,0,0,1,2,0,9,0,0,0,0.00,0.00,0.00,1.50,0,0,7,0,14.6,0.0,0.0,1.5,3.1
Marko Stamenić,MID,Nott'm Forest,524,1,4,5,True,2025-08-17T13:00:00Z,45,6596,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0.00,0.00,0.00,0.00,0,0,0,0,0.0,0.0,0.0,0.0,1.0
Nathan Fraser,FWD,Wolves,658,1,7,13,True,2025-08-16T16:30:00Z,45,221318,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0.00,0.00,0.00,0.00,0,0,0,0,0.0,0.0,0.0,0.0,0.5
Evan Ferguson,FWD,Brighton,179,1,3,10,True,2025-08-16T14:00:00Z,55,2506,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0.00,0.00,0.00,0.00,0,0,0,0,0.0,0.0,0.0,0.0,0.0
Idrissa Gana Gueye,MID,Everton,302,1,10,11,False,2025-08-18T19:00:00Z,55,10149,0,0,0,90,1,2,0,0,0,1,0,0,12,0,0,0,0.06,0.12,0.18,2.07,5,0,4,1,7.2,19.6,3.0,3.0,2.5
Justin Devenny,MID,Crystal Palace,276,1,8,7,False,2025-08-17T13:00:00Z,45,190346,0,0,0,6,0,1,0,0,0,0,0,0,5,0,0,0,0.00,0.00,0.00,0.38,2,1,0,1,3.0,0.0,2.0,0.5,0.5
Karl Darlow,GK,Leeds,341,1,10,9,True,2025-08-18T19:00:00Z,40,318054,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0.00,0.00,0.00,0.00,0,0,0,0,0.0,0.0,0.0,0.0,0.5
Junior Kroupi,FWD,Bournemouth,100,1,1,12,False,2025-08-15T19:00:00Z,45,85883,0,0,0,1,0,1,0,0,0,1,0,0,2,0,0,0,0.00,0.00,0.00,0.11,0,0,0,0,0.0,0.0,0.0,0.0,0.0
Habib Diarra,MID,Sunderland,544,1,5,19,True,2025-08-16T14:00:00Z,55,10094,0,0,0,90,1,3,0,0,1,0,0,0,4,0,0,0,0.23,0.01,0.24,0.56,6,2,3,1,7.0,2.8,20.0,3.0,1.5
Luis Sinisterra Lucumí,MID,Bournemouth,91,1,1,12,False,2025-08-15T19:00:00Z,50,4168,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0.00,0.00,0.00,0.00,0,0,0,0,0.0,0.0,0.0,0.0,0.1
Antonín Kinský,GK,Spurs,567,1,6,3,True,2025-08-16T14:00:00Z,40,214302,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0.00,0.00,0.00,0.00,0,0,0,0,0.0,0.0,0.0,0.0,1.5
Jakub Kiwior,DEF,Arsenal,9,1,9,14,False,2025-08-17T15:30:00Z,55,12048,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0.00,0.00,0.00,0.00,0,0,0,0,0.0,0.0,0.0,0.0,3.8
Fábio Soares Silva,FWD,Wolves,655,1,7,13,True,2025-08-16T16:30:00Z,50,54084,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0.00,0.00,0.00,0.00,0,0,0,0,0.0,0.0,0.0,0.0,0.9
Đorđe Petrović,GK,Bournemouth,67,1,1,12,False,2025-08-15T19:00:00Z,45,288826,0,0,0,90,1,2,0,0,0,4,6,0,10,0,0,0,0.00,0.00,0.00,2.21,0,4,8,0,47.8,0.0,0.0,4.8,1.3
Kim Ji-soo,DEF,Brentford,117,1,4,16,False,2025-08-17T13:00:00Z,40,15310,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0.00,0.00,0.00,0.00,0,0,0,0,0.0,0.0,0.0,0.0,1.0
Alphonse Areola,GK,West Ham,600,1,5,17,False,2025-08-16T14:00:00Z,45,467077,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0.00,0.00,0.00,0.00,0,0,0,0,0.0,0.0,0.0,0.0,2.8
Gabriel dos Santos Magalhães,DEF,Arsenal,5,1,9,14,False,2025-08-17T15:30:00Z,60,1696374,0,0,0,90,1,6,0,0,1,0,0,0,23,0,0,0,0.00,0.00,0.00,1.52,7,6,1,1,22.8,0.3,4.0,2.7,4.5
Jamaldeen Jimoh-Aloba,MID,Aston Villa,62,1,2,15,True,2025-08-16T11:30:00Z,45,4601,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0.00,0.00,0.00,0.00,0,0,0,0,0.0,0.0,0.0,0.0,0.5
Armando Broja,FWD,Burnley,680,1,6,18,False,2025-08-16T14:00:00Z,55,21496,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0.00,0.00,0.00,0.00,0,0,0,0,0.0,0.0,0.0,0.0,1.2
Benoît Badiashile Mukinayi,DEF,Chelsea,229,1,8,8,True,2025-08-17T13:00:00Z,45,2103,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0.00,0.00,0.00,0.00,0,0,0,0,0.0,0.0,0.0,0.0,0.0
Aarón Anselmino,DEF,Chelsea,234,1,8,8,True,2025-08-17T13:00:00Z,40,10457,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0.00,0.00,0.00,0.00,0,0,0,0,0.0,0.0,0.0,0.0,1.5
Jean-Ricner Bellegarde,MID,Wolves,644,1,7,13,True,2025-08-16T16:30:00Z,55,8829,0,0,0,72,1,2,0,0,0,3,0,0,5,0,0,0,0.02,0.03,0.05,2.22,3,1,0,2,4.6,17.7,5.0,2.7,1.5
Luke Harris,MID,Fulham,334,1,3,6,False,2025-08-16T14:00:00Z,45,487,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0.00,0.00,0.00,0.00,0,0,0,0,0.0,0.0,0.0,0.0,0.0
Ola Aina,DEF,Nott'm Forest,507,1,4,5,True,2025-08-17T13:00:00Z,50,1453394,0,0,0,90,1,4,0,0,0,1,0,0,15,0,0,0,0.00,0.04,0.04,1.50,12,9,8,3,27.2,16.1,2.0,4.5,2.6
Dominik Szoboszlai,MID,Liverpool,387,1,1,4,True,2025-08-15T19:00:00Z,65,203688,0,0,0,90,1,2,0,0,0,2,0,0,17,0,0,0,0.10,0.09,0.19,1.70,11,2,5,4,14.0,29.8,24.0,6.8,3.2
